;Europe * Francé;Europe * Spain;Europe * Greecà;Asia * China;Asia * Japon;Asia * India;Africa * Gabon;Africa * Cameroùn;Africa * Guinée equatoriale;Africa * Namibie;Africa * Éthiopie;North America * USA;North America * Canadà;North America * ¡¢£¤¥¦§¨©ª«¬­®¯°±²³´µ¶·¸¹º»¼½¾¿ÀÁÂÃÄÅÆÇÈÉÊËÌÍÎÏÐÑÒÓÔÕÖ×ØÙÚÛÜÝÞßàáâãäåæçèéêëìíîïðñòóôõö÷øùúûüýþÿ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????;""North America *  !\"#$%&'()*+,-./0123456789:<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\\]^_`abcdefghijklmnopqrstuvwxyz{|}~""
2003-01-31;145,151201;1629,780143;185,45182;103,810503;123,861585;81,028391;81,6318;133,683783;98,282874;93,039302;87,724866;91,725255;111,35812;91,725255;91,725255
2003-02-28;148,303125;1559,204407;186,909955;100,388365;130,356328;77,84091;82,905388;132,977983;98,282874;95,079259;79,969227;90,391689;114,890421;90,391689;90,391689
2003-03-31;150,187479;1562,061315;191,843494;95,322889;127,520595;75,447677;83,350261;132,807333;98,282874;88,855004;85,944074;81,145216;107,288861;81,145216;81,145216
2003-04-30;151,953622;1540,022477;194,504232;104,010686;133,827949;80,196434;85,7175;132,870213;98,282874;104,791035;79,197295;91,224564;114,311785;91,224564;91,224564
2003-05-31;150,874762;1472,87947;185,767105;99,834564;125,771003;74,401487;80,978277;133,163195;98,282874;95,663156;80,518926;76,098999;94,249228;76,098999;76,098999
2003-06-30;148,859284;1463,80543;175,623226;95,914379;130,598205;68,952532;78,723475;133,000916;98,282874;92,99949;69,785823;64,807443;108,02533;64,807443;64,807443
2003-07-31;145,64135;1433,712997;193,301757;111,434283;148,143482;76,215382;83,209647;133,850275;98,282874;92,780604;84,995021;99,964139;124,869435;99,964139;99,964139
2003-08-31;137,755845;1476,41384;180,674194;95,420189;119,50545;79,121779;77,26771;130,111776;98,282874;64,190876;78,950924;68,742276;126,342623;68,742276;68,742276
2003-09-30;139,54247;1473,496328;191,734796;96,974697;137,023796;73,250201;85,615132;134,122505;98,282874;95,850328;85,678124;73,113987;114,777818;73,113987;73,113987
2003-10-31;139,217742;1125,016507;199,746131;96,74389;140,370105;79,942707;86,36702;137,986755;98,282874;99,810852;84,544834;98,61541;120,901051;98,61541;98,61541
2003-11-30;139,070399;1418,561414;178,284822;87,547995;125,415314;77,065334;77,64786;136,004087;98,282874;92,577388;85,204634;79,43831;114,178526;79,43831;79,43831
2003-12-31;144,975474;1448,193004;192,052257;101,206691;132,748847;77,014408;88,043707;138,077469;98,282874;99,143802;79,615499;90,911918;126,88211;90,911918;90,911918
2004-01-31;141,701376;1392,451955;189,499484;97,514424;132,789811;77,377057;84,837811;137,584977;98,282874;95,147492;76,639859;81,450035;113,848641;81,450035;81,450035
2004-02-29;146,041336;1422,645317;209,157004;104,696304;138,093272;86,115175;84,763363;140,921566;98,282874;100,741752;83,288263;82,251496;114,208898;82,251496;82,251496
2004-03-31;140,254027;1388,105102;196,621749;115,5924;152,388864;85,080421;87,005346;146,60051;98,282874;105,11761;78,535081;94,6107;122,411685;94,6107;94,6107
2004-04-30;141,788833;1411,719579;202,660495;118,866551;139,912321;86,199444;87,147534;143,039057;98,282874;107,987201;93,384995;103,957268;122,880286;103,957268;103,957268
2004-05-31;144,160781;1385,893387;190,836998;113,655787;134,32516;82,498301;79,847222;139,284247;98,282874;100,324008;79,285623;96,090301;117,570172;96,090301;96,090301
2004-06-30;137,86894;1331,044397;201,419731;124,701135;137,225364;84,740645;87,55605;152,282077;98,282874;110,464788;83,094745;94,920655;117,930868;94,920655;94,920655
2004-07-31;136,833077;1364,990796;189,577782;115,031167;132,793694;84,470175;89,784324;147,506392;98,282874;108,702821;69,676543;95,312829;126,616107;95,312829;95,312829
2004-08-31;132,949458;1316,387705;188,351643;127,0444;131,782593;78,611127;75,506351;131,740368;98,282874;118,203537;84,239006;94,523897;108,083833;94,523897;94,523897
2004-09-30;130,950421;1330,73367;193,754904;120,92998;132,554544;79,44086;88,362618;149,034482;98,282874;113,083434;78,841387;125,320501;117,779196;125,320501;125,320501
2004-10-31;126,092788;1338,751328;176,394318;114,735238;125,064859;82,556047;86,275836;147,670521;98,282874;108,628962;77,079483;94,13052;113,047137;94,13052;94,13052
2004-11-30;131,628589;1252,244318;188,4448;111,677304;132,040926;82,546343;85,9865;145,726047;98,282874;114,124457;74,764733;115,78334;108,027899;115,78334;115,78334
2004-12-31;131,460399;1246,540924;190,736676;118,747851;142,741342;81,887792;90,186275;148,791522;98,282874;111,626795;78,225038;96,57542;114,961644;96,57542;96,57542
2005-01-31;134,852763;1253,073886;181,573468;117,33065;137,60146;79,984433;84,139787;146,112726;98,282874;113,114161;72,976285;94,999627;118,652094;94,999627;94,999627
2005-02-28;125,75894;1198,27503;163,507;114,431641;130,169455;74,289922;84,506622;146,84951;98,282874;111,506874;77,651377;107,41153;107,487889;107,41153;107,41153
2005-03-31;128,600566;1253,324498;171,926036;115,619204;117,317165;71,102766;78,931832;142,535572;98,282874;110,489929;72,429515;86,786458;112,072569;86,786458;86,786458
2005-04-30;124,389345;1259,840625;175,646984;113,430855;132,957948;76,567497;86,316596;151,537555;98,282874;111,205833;87,702396;90,51016;107,210312;90,51016;90,51016
2005-05-31;125,007902;1310,117162;171,96366;115,56551;141,484659;80,035888;86,337312;148,713804;98,282874;123,486891;77,005689;97,731815;130,846553;97,731815;97,731815
2005-06-30;125,879537;1356,492044;193,559174;112,043535;145,314717;79,235346;85,619594;149,101316;98,282874;119,000393;76,040717;85,071426;110,40706;85,071426;85,071426
2005-07-31;128,687631;1174,139882;182,085708;110,517074;137,986079;74,691423;78,65776;131,112579;98,282874;116,158818;72,790697;105,861623;96,881151;105,861623;105,861623
2005-08-31;132,373736;1064,619492;184,743202;110,870925;147,728263;77,056715;81,838359;128,572123;98,282873;122,126989;69,634253;106,705751;98,225034;106,705751;106,705751
2005-09-30;131,955927;595,789768;185,21324;113,549135;153,571672;81,38548;87,976481;145,636785;98,28287;121,420307;67,09649;104,955053;109,918657;104,955053;104,955053
2005-10-31;131,302717;608,725804;178,977455;107,641543;139,11535;73,320246;74,082673;128,928059;98,282867;112,787741;64,6644;103,284612;93,014986;103,284612;103,284612
2005-11-30;130,138604;877,705455;191,169585;114,253941;152,710622;76,132694;83,042114;139,1758;98,282864;121,82143;68,844558;98,008277;103,79217;98,008277;98,008277
2005-12-31;128,822946;1144,988208;187,790345;112,710932;153,810513;80,332297;81,840799;134,500526;98,282865;121,009199;65,767728;101,431148;99,609377;101,431148;101,431148
2006-01-31;129,721748;1168,069313;185,300487;113,444916;147,429856;89,053061;82,891747;135,268038;98,282878;119,841397;60,463509;132,521429;98,144219;132,521429;132,521429
2006-02-28;128,456218;1189,422206;180,452403;110,576794;147,987415;76,744734;73,588571;128,52672;98,282908;117,274259;59,885619;141,929705;118,604909;141,929705;141,929705
2006-03-31;124,498176;1131,592066;182,754532;116,739953;154,672263;82,34491;75,673311;134,27841;98,282958;119,348183;68,458306;154,020142;98,442363;154,020142;154,020142
2006-04-30;124,801503;1208,099939;165,7029;106,211464;134,212135;71,868463;69,296248;127,01416;98,28302;117,668838;68,422769;138,523458;114,527099;138,523458;138,523458
2006-05-31;124,224918;1156,911174;191,123023;118,156743;156,638375;82,170406;75,6225;138,260669;98,283055;117,867094;72,556356;139,25761;106,944409;139,25761;139,25761
2006-06-30;125,976655;1110,473049;182,782384;118,26194;152,743737;79,224672;74,616704;135,073181;98,283005;115,424079;72,212593;162,370648;105,89431;162,370648;162,370648
2006-07-31;124,574066;1007,770752;167,097394;117,760241;151,171925;68,292958;67,389181;119,137799;98,282845;116,954369;73,680163;114,729001;93,878754;114,729001;114,729001
2006-08-31;124,862271;1141,53995;188,168908;118,843278;156,480182;86,230873;73,567253;125,762463;98,282601;120,637829;72,342854;146,79323;108,017417;146,79323;146,79323
2006-09-30;128,900254;1136,22364;169,467056;116,415956;159,797639;85,433445;69,793985;125,93734;98,282337;117,199933;73,49713;135,050809;99,805272;135,050809;135,050809
2006-10-31;127,885283;1131,373643;178,286505;124,415547;162,975725;83,135844;70,381057;126,070525;98,282129;127,115393;75,893664;155,499677;107,740212;155,499677;155,499677
2006-11-30;128,31207;1191,270751;184,650872;119,725714;168,279678;81,588808;71,439755;128,00404;98,282241;120,358628;76,243896;132,315935;110,964388;132,315935;132,315935
2006-12-31;123,777964;1103,142359;192,633774;112,358361;151,406161;72,488692;67,639731;125,180471;98,282616;119,586426;72,243719;134,241942;103,161369;134,241942;134,241942
2007-01-31;111,658654;1038,7793;186,82615;120,644199;168,288455;86,796677;67,42363;132,249973;98,283088;123,441609;80,45988;160,521958;112,636048;160,521958;160,521958
2007-02-28;103,756989;1065,763683;180,072065;116,852841;172,820611;83,38476;71,846047;134,404618;98,283498;125,755557;79,758738;123,967687;106,6173;123,967687;123,967687
2007-03-31;116,35426;1087,679267;193,558734;119,545818;170,598572;86,283555;74,8679;137,468252;98,283798;125,530843;80,219723;140,362723;104,151934;140,362723;140,362723
2007-04-30;117,185932;648,298919;188,526784;107,496911;162,092185;87,165117;72,358972;133,251615;98,284062;118,29777;76,923819;140,267881;105,395084;140,267881;140,267881
2007-05-31;119,646896;1023,52716;189,663471;119,473444;167,945542;83,890199;74,443593;134,249127;98,284357;127,724628;84,647535;160,392667;112,940052;160,392667;160,392667
2007-06-30;119,849298;1152,325644;174,155233;118,17855;157,986043;85,889893;73,073633;132,430503;98,284427;133,434782;80,10199;155,036252;117,623861;155,036252;155,036252
2007-07-31;119,837669;1119,291979;188,38062;113,346112;165,342904;85,035689;75,982935;128,212174;98,284027;134,556234;80,515314;201,306802;115,082307;201,306802;201,306802
2007-08-31;117,82152;1114,614153;189,066724;112,166661;161,669996;88,215859;74,758552;127,424854;98,283077;209,02771;85,13722;130,30097;131,256029;130,30097;130,30097
2007-09-30;117,086265;1133,444676;191,83039;107,241812;146,342174;81,103212;70,79704;117,353358;98,281299;127,462975;85,02345;147,301033;118,56188;147,301033;147,301033
2007-10-31;117,919712;1122,60307;200,499583;127,178352;166,328284;93,871029;79,409368;136,742419;98,279041;148,386605;87,623561;124,784692;131,331752;124,784692;124,784692
2007-11-30;117,93837;1007,954481;189,695362;117,347058;162,891807;97,773611;75,969114;132,187038;98,278192;136,279859;80,630859;154,813398;118,667197;154,813398;154,813398
2007-12-31;119,972298;1023,111413;179,003796;103,936675;148,4083;82,522938;76,153224;132,262229;98,278985;131,083844;83,568094;133,371454;109,221505;133,371454;133,371454
2008-01-31;120,351467;1018,67683;205,079714;119,302822;173,230314;95,111481;73,202033;136,22524;98,280797;135,736038;87,041316;117,815021;105,803508;117,815021;117,815021
2008-02-29;122,628228;1005,49911;202,201272;120,31875;167,054945;99,475794;76,879531;136,092251;98,282944;140,145182;92,111367;149,102811;108,128752;149,102811;149,102811
2008-03-31;119,115487;1045,761899;173,384167;104,009237;149,108987;76,937632;64,824294;119,771992;98,284731;118,876759;88,256878;128,201277;122,543389;128,201277;128,201277
2008-04-30;119,710417;1057,654044;199,263521;116,621864;162,680561;94,930779;79,924873;144,776605;98,286167;143,380307;91,988959;162,781214;90,864949;162,781214;162,781214
2008-05-31;115,671124;1034,527622;181,871082;106,762581;149,852402;92,337343;71,227038;121,988329;98,288521;128,953915;83,508962;116,045009;106,394675;116,045009;116,045009
2008-06-30;117,843396;1030,958954;183,676689;110,067847;162,532541;91,994115;68,860889;123,425793;98,291105;127,34669;88,130091;116,927375;116,793108;116,927375;116,927375
2008-07-31;121,495394;1007,605894;191,829719;122,094608;167,190559;92,672652;80,450317;128,143993;98,292551;133,786339;80,781439;126,238488;126,874641;126,238488;126,238488
2008-08-31;116,740557;990,110752;185,691395;107,450356;143,34411;84,009038;58,7067;110,450045;98,291756;203,598304;92,133526;137,822521;103,80969;137,822521;137,822521
2008-09-30;112,782321;714,036591;177,287067;105,819247;142,427116;85,201124;67,362719;106,804658;98,286127;134,101666;91,499666;160,652047;118,594606;160,652047;160,652047
2008-10-31;111,551358;624,764744;190,437476;110,233972;145,342764;86,520077;60,534549;101,888086;98,276005;124,105758;93,605892;135,315896;108,056198;135,315896;135,315896
2008-11-30;108,691784;1052,828282;165,089071;98,372562;126,100473;66,121785;46,68548;74,41812;98,266509;90,383528;94,610448;134,95191;93,004561;134,95191;134,95191
2008-12-31;110,883554;1065,888275;150,579275;113,066384;138,742999;61,649249;32,649307;75,635316;98,260126;92,196395;102,095604;142,172576;129,772081;142,172576;142,172576
2009-01-31;104,922773;957,090757;140,247895;96,338157;120,576402;61,357177;51,519866;80,774267;98,257341;38,088338;85,868432;164,423019;107,558199;164,423019;164,423019
2009-02-28;117,497673;979,749456;159,89368;105,346512;123,803559;48,941861;50,109286;73,56085;98,258972;82,965084;98,744414;165,189136;102,447366;165,189136;165,189136
2009-03-31;109,73732;986,238958;151,670696;107,408221;121,803395;45,615431;54,583458;78,985337;98,263722;85,785881;96,671996;140,305504;102,3323;140,305504;140,305504
2009-04-30;109,719637;996,950721;154,424141;110,015322;132,789422;61,49014;60,046883;91,582302;98,289972;82,865971;103,0478;142,378081;97,407299;142,378081;142,378081
2009-05-31;108,857285;969,477874;156,167673;104,525332;126,369774;67,577128;60,688898;95,756545;98,322844;55,069047;108,937539;157,598305;103,182555;157,598305;157,598305
2009-06-30;112,299914;933,287033;155,473835;108,41679;125,468521;71,469242;66,748438;98,741264;98,340857;59,230617;103,892691;208,873493;96,574405;208,873493;208,873493
2009-07-31;107,305007;939,561292;163,575646;107,987274;128,667209;80,852169;67,019587;107,41151;98,357281;63,018591;110,056519;149,775146;97,98361;149,775146;149,775146
2009-08-31;106,95577;909,344081;150,183791;103,41182;127,029494;74,749381;68,204119;106,975171;98,367745;73,911643;93,127769;138,25706;112,101124;138,25706;138,25706
2009-09-30;105,681856;945,998685;163,575399;110,364028;133,742095;78,139101;70,629092;110,435462;98,365878;80,755987;107,30567;120,204997;96,501976;120,204997;120,204997
2009-10-31;106,593684;916,908735;154,181713;94,901673;132,470135;82,024785;71,671743;113,309646;97,923315;79,630981;102,454224;147,467558;97,345409;147,467558;147,467558
2009-11-30;106,436113;869,8209;146,046714;101,595152;135,468298;76,47001;70,714531;108,65606;98,350298;71,483824;111,519;147,904987;96,870964;147,904987;147,904987
2009-12-31;104,976505;802,878995;152,899164;96,244992;133,941901;81,973592;69,418413;111,428426;98,326519;83,456167;112,018006;147,631796;109,242456;147,631796;147,631796
2010-01-31;103,750846;827,863661;125,668503;89,911229;113,040141;73,732881;75,029661;105,989317;98,301717;80,282831;109,238202;136,249579;104,816178;136,249579;136,249579
2010-02-28;98,423736;827,777052;154,414474;94,595191;123,434659;75,053772;77,232007;100,56107;98,24509;84,933783;106,543094;135,909349;110,830407;135,909349;135,909349
2010-03-31;103,172756;908,939169;158,174743;93,614813;139,995457;80,757236;82,02808;110,422741;98,183318;89,584529;108,009291;238,770158;110,832536;238,770158;238,770158
2010-04-30;104,18922;763,821825;157,67167;94,076403;135,37855;77,590003;77,447796;108,478857;97,976611;95,4595;112,521103;174,918646;103,080589;174,918646;174,918646
2010-05-31;98,684588;835,41177;157,04297;96,82169;138,849194;77,594067;76,832929;105,076938;98,301981;94,567263;105,322581;162,917006;117,711829;162,917006;162,917006
2010-06-30;111,739797;727,067279;169,314157;94,832265;140,944861;82,074479;80,421429;109,25247;98,345253;100,672833;111,621281;149,979949;141,463654;149,979949;149,979949
2010-07-31;111,850328;855,358502;164,31903;97,496196;135,07732;76,222965;81,891589;103,622969;98,389977;101,63237;105,171844;172,815056;138,997087;172,815056;172,815056
2010-08-31;108,980206;855,498469;171,788633;94,70294;140,5144;81,995741;78,314684;103,767334;99,302093;99,119328;100,245205;169,592269;119,996286;169,592269;169,592269
2010-09-30;111,069153;840,40272;171,787875;95,828101;136,286494;83,165008;89,358097;108,532543;98,741917;94,143497;106,940538;131,600212;119,59183;131,600212;131,600212
2010-10-31;111,543319;751,28367;151,932876;93,770344;126,721665;76,320862;87,178788;108,868123;96,897225;98,931081;106,494332;164,161254;120,060339;164,161254;164,161254
2010-11-30;111,332637;1025,13717;162,275351;103,111112;138,690272;80,598749;91,595968;112,220396;98,318214;97,461097;94,488426;140,446898;121,712253;140,446898;140,446898
2010-12-31;111,010639;816,842843;158,96649;101,742643;130,550581;85,317884;94,455518;112,20769;98,474016;103,4516;106,545417;160,50044;113,434097;160,50044;160,50044
2011-01-31;112,410644;800,984566;166,389175;97,916442;142,307603;83,182593;96,984749;113,539917;98,198133;105,683601;101,399345;164,149341;106,549154;164,149341;164,149341
2011-02-28;110,038802;744,596028;165,39693;92,466568;152,590396;78,222084;97,642268;112,601863;98,807182;104,834186;103,13139;134,881434;105,135916;134,881434;134,881434
2011-03-31;109,960874;551,863655;181,222972;102,13558;151,055331;90,39481;99,852421;112,052944;98,385984;108,688199;109,551924;129,275076;106,352279;129,275076;129,275076
2011-04-30;110,435129;533,284174;155,207846;101,260846;122,465753;83,262943;89,400758;105,921835;96,238417;100,472216;103,563447;164,139344;91,783602;164,139344;164,139344
2011-05-31;110,118118;673,259114;169,77908;125,129345;161,891685;101,891663;113,13863;122,696184;98,22672;132,41932;114,79244;177,370697;128,070634;177,370697;177,370697
2011-06-30;108,048498;703,190312;142,416895;99,208678;125,411882;83,834115;93,026117;101,522665;98,508084;101,941522;103,079789;162,861263;104,431245;162,861263;162,861263
2011-07-31;105,619715;692,728815;160,256037;94,263001;126,29676;82,401967;92,554984;100,184168;98,463527;101,222913;98,125483;156,582794;105,458786;156,582794;156,582794
2011-08-31;106,970937;686,097283;170,732142;103,274075;136,765543;88,561175;99,208692;103,195702;101,31871;100,536862;99,964647;165,13408;110,267572;165,13408;165,13408
2011-09-30;107,26117;466,623819;158,03786;102,353209;144,298993;101,75309;95,207718;98,957101;99,887394;106,416441;105,038274;174,603881;111,636444;174,603881;174,603881
2011-10-31;103,726715;703,151366;156,789443;95,932913;131,445584;87,627367;88,742382;95,487724;94,607088;101,764965;90,823242;183,657097;101,255896;183,657097;183,657097
2011-11-30;103,521491;661,459783;161,972714;93,813126;140,490156;92,857295;97,56235;98,096259;98,411206;108,617251;101,517006;208,014291;106,565794;208,014291;208,014291
2011-12-31;101,061063;667,221337;143,037016;98,139879;135,63277;90,698214;105,814145;97,198879;99,458231;100,157432;101,250044;180,859847;102,910201;180,859847;180,859847
2012-01-31;95,410128;646,151511;165,041902;97,763043;142,493806;94,0337;111,957092;97,031196;97,564554;100,337771;102,449729;128,637056;110,636915;128,637056;128,637056
2012-02-29;100,884589;645,754488;110,705672;100,030584;123,895291;92,076832;105,737272;94,134564;100,065046;101,383683;105,253148;164,934328;115,215255;164,934328;164,934328
2012-03-31;99,861931;624,660235;121,49177;97,825324;131,367236;90,143798;100,548985;92,676794;98,14885;95,538984;98,892889;174,373205;117,531677;174,373205;174,373205
2012-04-30;100,619143;632,027539;121,366712;93,609056;122,683787;87,553016;96,433353;89,313933;93,061612;90,019099;97,884539;143,533077;86,440732;143,533077;143,533077
2012-05-31;98,456335;619,613663;120,707872;96,854987;126,624062;87,639818;95,05103;92,760839;98,710857;93,319299;98,803971;128,86527;102,186387;128,86527;128,86527
2012-06-30;97,322532;653,967981;127,847517;92,215904;140,846275;88,922062;100,328888;92,732557;98,203742;96,149852;104,060905;142,365692;101,743664;142,365692;142,365692
2012-07-31;94,65645;619,644958;113,375899;87,5639;137,577264;90,433127;103,721557;93,247442;97,928705;95,168594;106,849418;137,051701;115,513163;137,051701;137,051701
2012-08-31;96,367516;650,708164;111,082111;90,466957;130,373493;93,024585;102,210497;98,129218;105,948487;112,3546;106,399326;149,980825;106,563746;149,980825;149,980825
2012-09-30;93,948808;673,213437;116,093303;84,202981;118,478774;86,183288;97,604283;82,160538;101,736764;79,908229;99,113993;147,934697;100,985934;147,934697;147,934697
2012-10-31;94,253758;639,270291;127,663925;94,986142;129,543853;88,339012;103,207708;88,679888;91,538441;90,754356;102,222323;163,195563;99,734286;163,195563;163,195563
2012-11-30;95,62706;613,082804;122,295415;92,625115;121,982821;89,583345;103,041327;88,193749;98,59417;90,575468;106,164139;142,79188;103,106167;142,79188;142,79188
2012-12-31;94,602739;606,289157;119,777568;88,115144;117,033652;85,5131;73,270389;87,252664;101,74969;90,545145;92,484877;110,190698;113,329852;110,190698;110,190698
2013-01-31;89,358359;592,804025;112,990263;90,630149;117,206672;90,573128;100,060069;86,297624;96,787006;92,394044;103,64388;168,122965;108,243997;168,122965;168,122965
2013-02-28;95,221065;609,685405;109,402103;84,299749;121,965647;91,05491;97,471461;85,956656;93,885741;89,428056;99,247848;145,742236;107,956962;145,742236;145,742236
2013-03-31;94,215111;586,15145;91,769219;82,042001;113,188895;90,710114;94,891614;86,134717;92,739335;86,139359;100,302306;202,341815;108,100004;202,341815;202,341815
2013-04-30;91,57705;590,726759;107,410603;87,059949;127,439581;97,757989;104,626078;98,582859;95,604332;93,02233;97,748858;121,074156;104,346417;121,074156;121,074156
2013-05-31;91,792834;588,767861;102,360488;87,380814;131,591521;96,862852;104,171543;92,445225;74,353419;91,957505;101,355303;130,982705;102,907501;130,982705;130,982705
2013-06-30;94,592619;586,142613;92,057274;76,951079;121,662219;89,944271;98,709203;87,877092;94,263798;87,719995;93,755551;194,503518;105,434149;194,503518;194,503518
2013-07-31;98,065206;559,781852;102,495229;91,359999;140,218195;102,926912;98,724971;89,933457;95,386811;92,542105;102,791866;143,145926;109,340159;143,145926;143,145926
2013-08-31;103,416394;563,608635;99,360832;88,217466;118,005513;90,924312;104,956214;89,75824;44,140965;90,973229;100,488768;120,657782;102,05111;120,657782;120,657782
2013-09-30;96,458037;488,759714;100,474941;82,169565;122,790291;83,749204;99,678573;86,504706;96,071117;85,69498;96,308164;149,006993;100,53639;149,006993;149,006993
2013-10-31;93,122286;206,528698;105,577292;96,633819;134,701757;98,870342;101,701408;91,718919;106,450541;89,660597;103,624162;109,924296;107,521907;109,924296;109,924296
2013-11-30;92,899234;46,883466;99,854458;86,884242;120,227639;89,901502;103,251482;88,879087;105,778312;87,835016;98,992223;117,482035;105,235371;117,482035;117,482035
2013-12-31;93,984532;25,832066;110,252126;88,606181;117,457261;91,21998;109,607261;91,568186;89,775098;85,188912;95,517811;133,516183;105,049499;133,516183;133,516183
2014-01-31;92,898866;13,978192;105,094097;92,65503;116,976421;95,818937;102,831877;96,762085;95,305792;88,635719;104,405459;114,17397;102,578122;114,17397;114,17397
2014-02-28;90,704198;37,221361;106,729112;89,448036;116,671447;93,413251;101,241233;92,720788;88,442996;88,275967;100,722348;129,024893;92,619515;129,024893;129,024893
2014-03-31;90,983381;40,992789;100,638326;86,215289;107,577423;89,469573;102,821913;91,592919;93,268821;87,026502;97,118658;133,816232;95,27916;133,816232;133,816232
2014-04-30;90,739139;42,09886;104,728051;91,471084;115,799046;94,275555;100,331216;92,698297;104,85257;87,923577;101,114465;133,557697;100,903025;133,557697;133,557697
2014-05-31;91,274145;42,317998;98,789404;89,191997;104,217585;92,103923;103,527406;92,408533;84,006759;81,160978;97,554674;129,372261;94,995662;129,372261;129,372261
2014-06-30;89,886746;23,546784;98,564821;87,253793;103,876172;93,654452;101,474584;93,168907;93,938781;82,69015;93,191466;143,460283;102,54897;143,460283;143,460283
2014-07-31;92,14397;17,060379;101,665999;95,740707;109,738629;100,027044;101,03452;99,846395;96,545246;81,847258;101,312006;135,080749;103,828127;135,080749;135,080749
2014-08-31;91,739168;48,665434;92,401004;87,27279;97,906297;97,367208;87,778314;94,136093;57,578131;61,310378;96,524397;137,448317;87,470864;137,448317;137,448317
2014-09-30;92,719965;24,379123;98,657122;94,21041;108,885245;101,64167;98,278026;94,114016;109,727341;86,407545;99,425108;229,10684;103,55843;229,10684;229,10684
2014-10-31;93,593647;45,095491;94,141422;102,198858;107,143221;104,394742;95,401532;93,594998;107,678161;89,99931;104,029134;121,639618;101,26738;121,639618;121,639618
2014-11-30;91,571304;20,766816;90,342083;84,125526;97,16474;94,886805;92,775637;88,761793;95,493533;83,320332;94,332016;129,695398;100,144905;129,695398;129,695398
2014-12-31;92,493055;20,568073;94,433153;98,696913;107,364399;99,153519;95,170442;95,363853;94,58029;92,996185;101,418144;150,733955;97,476031;150,733955;150,733955
2015-01-31;94,24655;126,514901;98,69167;92,286201;93,796222;98,089137;98,331555;93,82618;96,344647;90,938146;97,712513;99,45631;96,994911;99,45631;99,45631
2015-02-28;97,067148;106,285897;96,17985;94,079514;98,269647;99,020811;97,6835;97,676829;102,223518;92,44011;102,364566;104,870679;100,665922;104,870679;104,870679
2015-03-31;98,580041;78,662198;99,799124;99,063963;98,0163;100,285336;96,974115;99,459122;99,779567;96,710783;99,922327;106,676948;97,084861;106,676948;106,676948
2015-04-30;99,03077;116,811988;103,757551;96,817237;96,872119;99,220192;109,979429;100,165081;98,621933;99,829562;100,245586;103,359855;113,220753;103,359855;103,359855
2015-05-31;103,009643;112,745307;97,924289;91,370704;89,13923;92,847607;92,369556;91,636827;94,383112;95,642702;95,382626;102,519644;106,867107;102,519644;102,519644
2015-06-30;103,351833;97,480858;102,892789;104,80715;107,770426;102,666987;99,323848;105,666609;103,186384;111,301986;102,680137;99,732694;104,091834;99,732694;99,732694
2015-07-31;102,27364;106,648989;102,600563;110,730225;99,209655;102,516445;103,181723;99,437082;102,464815;101,270139;93,807972;103,961642;98,609837;103,961642;103,961642
2015-08-31;99,249438;94,231419;98,516499;104,743485;108,332652;96,631156;92,654992;102,374257;78,722859;71,991116;96,315486;95,806528;92,252038;95,806528;95,806528
2015-09-30;97,322907;97,628233;103,74939;110,047778;104,039672;101,4131;104,850063;102,988589;95,172279;104,494372;103,831758;104,902303;95,1827;104,902303;104,902303
2015-10-31;99,806079;92,122587;94,354398;98,797106;96,655119;97,466931;106,131534;100,796381;119,47119;103,146052;100,460674;101,065299;101,220011;101,065299;101,065299
2015-11-30;103,330247;90,061514;99,505782;101,839235;101,114089;105,12481;102,196541;103,04566;101,440922;102,875957;100,138284;102,047995;94,346977;102,047995;102,047995
2015-12-31;102,234036;82,326145;99,846658;96,093908;106,604449;103,593421;92,282041;102,24907;100,228142;104,182196;106,705985;85,666754;95,207031;85,666754;85,666754
2016-01-31;101,9388;136,12379;99,726648;99,327733;99,968802;96,480737;103,473103;97,220706;96,167892;104,646075;97,629518;101,291388;98,989928;101,291388;101,291388
2016-02-29;107,946769;156,921343;103,212512;103,714525;106,731308;105,290194;109,591826;105,738583;107,481949;109,923553;100,312595;102,543597;101,212904;102,543597;102,543597
2016-03-31;100,573838;149,868161;83,256876;100,141863;103,030211;103,654468;106,866982;102,067019;97,654454;109,8233;101,88318;86,936813;90,225814;86,936813;86,936813
2016-04-30;100,972631;120,62004;93,076237;97,434403;104,159234;102,7273;116,010109;104,719132;102,118662;110,953525;103,896297;96,165161;99,862994;96,165161;96,165161
2016-05-31;97,052521;143,016284;95,966401;96,258716;102,907913;107,042207;120,744386;102,984731;104,663041;118,12603;112,397436;121,133706;102,106194;121,133706;121,133706
2016-06-30;96,483288;141,331145;95,966773;97,411972;93,887518;105,044938;120,590719;105,850112;100,40515;118,862529;102,541701;91,823251;93,867856;91,823251;91,823251
2016-07-31;96,904991;145,160148;74,572843;91,499741;73,042016;103,067246;103,884258;90,385545;98,616352;107,613246;87,712335;92,207477;95,965328;92,207477;92,207477
